Order_ID,Customer_ID,Book_ID,Order_Date,Quantity,Total_Amount,Name,Email,Phone,City,Country,Title,Author,Genre,Published_Year,Price,Stock,Year,Price_Category,Month
133,232,458,2023-03-13,4,149.12,Kelli Bishop,xmiller@gmail.com,1234568122,Port Jasonview,Jersey,Cross-group analyzing matrix,Nancy Griffith,Fiction,1914,37.28,53,2023,Expensive,3
134,94,222,2023-04-02,7,207.13,Mr. David Cox,millermichael@gmail.com,1234567984,West Anthony,New Zealand,Virtual fault-tolerant model,Scott Wells,Science Fiction,1928,29.59,75,2023,Medium,4
135,174,99,2024-01-24,10,469.3,Jonathon Strickland,ryan10@yahoo.com,1234568064,Bakerton,Dominica,Optimized heuristic challenge,Tracy Hendrix,Science Fiction,1962,46.93,26,2024,Expensive,1
136,165,70,2023-12-31,4,93.8,John Clark,wcunningham@gmail.com,1234568055,New Michael,Svalbard & Jan Mayen Islands,Customer-focused context-sensitive process improvement,Mary Warren,Science Fiction,2021,23.45,19,2023,Medium,12
137,474,471,2023-11-25,8,363.04,Anthony Young,rogersbill@gmail.com,1234568364,East Chelsea,Cook Islands,Cross-platform next generation website,Anna Roberts,Romance,1929,45.38,37,2023,Expensive,11
138,59,362,2023-12-02,3,88.29,Andrew Collins,msanchez@king.net,1234567949,West Sheri,Guatemala,Profit-focused multimedia throughput,Andrea Lucas,Fiction,1933,29.43,64,2023,Medium,12
139,189,26,2024-05-31,9,189.45,Jason Bell,williambrown@hotmail.com,1234568079,Taylorfurt,Somalia,Multi-channeled multi-tasking capability,Patricia Buck,Science Fiction,1964,21.05,41,2024,Medium,5
140,295,164,2022-12-13,1,41.83,Paul Morales,qsmith@hotmail.com,1234568185,Gonzalestown,Vietnam,Expanded scalable time-frame,Ashley Mason,Non-Fiction,2013,41.83,4,2022,Expensive,12
141,107,352,2023-05-05,10,60.1,Amy Hunt,emilybecker@perkins.com,1234567997,Ericborough,Aruba,Intuitive intermediate paradigm,Scott Bowman MD,Science Fiction,1927,6.01,97,2023,Cheap,5
142,107,434,2024-04-08,2,91.16,Amy Hunt,emilybecker@perkins.com,1234567997,Ericborough,Aruba,Monitored value-added focus group,Mary Pollard,Science Fiction,1942,45.58,4,2024,Expensive,4
143,443,201,2023-10-04,7,260.75,Vincent Cummings,daviskyle@hotmail.com,1234568333,Stacymouth,Monaco,Secured 24/7 groupware,Alexander Smith,Non-Fiction,1915,37.25,11,2023,Expensive,10
144,432,179,2024-11-10,2,96.42,Ruth Mckay,patricia65@yahoo.com,1234568322,Cochranshire,Jordan,Innovative didactic capacity,Matthew Vazquez,Science Fiction,2009,48.21,66,2024,Expensive,11
145,340,477,2024-09-10,8,221.68,Ryan Howard,psmith@adams.com,1234568230,New Taylorstad,Myanmar,Distributed cohesive approach,Chris Brown,Romance,2019,27.71,17,2024,Medium,9
146,394,404,2024-04-07,4,62.6,David Hale,ledwards@hotmail.com,1234568284,Richardburgh,Greece,Face-to-face multi-tasking Internet solution,Kevin Pittman,Mystery,1915,15.65,69,2024,Medium,4
147,277,285,2024-10-08,5,138.25,David Collins,nicholasdean@foster-hall.org,1234568167,South Victoriaport,Liechtenstein,Devolved secondary function,Sheila Nelson,Science Fiction,1914,27.65,34,2024,Medium,10
148,333,429,2024-06-16,1,42.58,Valerie Miller,heather99@mccullough.com,1234568223,North Rodney,Papua New Guinea,Cross-platform 24hour artificial intelligence,Dawn Coleman,Romance,2002,42.58,95,2024,Expensive,6
149,39,56,2024-11-28,4,31.48,Tonya Arnold,aprice@hotmail.com,1234567929,Nelsonmouth,Japan,Integrated intermediate Internet solution,Stacy Cabrera,Mystery,1976,7.87,67,2024,Cheap,11
150,389,135,2024-01-01,10,151.3,Allison Hawkins,lnash@bates-greene.com,1234568279,Lake Patrick,Bhutan,Customizable bi-directional focus group,Kristin Farley,Mystery,2001,15.13,83,2024,Medium,1
151,361,288,2024-08-27,7,195.37,Joseph Davis,hendricksaustin@gmail.com,1234568251,Carolyntown,Panama,Re-contextualized real-time Graphic Interface,Erica Parker,Science Fiction,1908,27.91,9,2024,Medium,8
152,377,213,2023-10-27,5,33.95,Darrell Khan,anna59@hall.com,1234568267,Austinfort,Montenegro,Synchronized transitional alliance,Joseph Holt,Mystery,1903,6.79,35,2023,Cheap,10
153,484,370,2024-02-19,2,87.82,Christine Burton,hawkinstiffany@hotmail.com,1234568374,Richardsonbury,Latvia,Synergistic user-facing frame,David Olson,Non-Fiction,1977,43.91,97,2024,Expensive,2
154,378,391,2023-10-12,5,167.1,Anthony Kane,dana95@yahoo.com,1234568268,Port Josephmouth,Congo,Face-to-face 6thgeneration attitude,Erica Olson,Romance,2009,33.42,35,2023,Medium,10
155,191,397,2024-01-21,6,168.9,Natasha Owens,xpreston@yahoo.com,1234568081,Bradleyburgh,Tonga,Object-based secondary emulation,Angela Richard,Science Fiction,1969,28.15,50,2024,Medium,1
156,176,66,2024-05-27,5,141.45,Sandra Booker,williamjenkins@gmail.com,1234568066,Matthewport,Uruguay,Synergized bandwidth-monitored workforce,Amy Marks,Fantasy,1961,28.29,93,2024,Medium,5
157,166,245,2024-05-24,10,160.6,John Delacruz,dhurley@walsh.biz,1234568056,Port Timothy,Monaco,Automated client-driven open architecture,Jose Brown,Non-Fiction,2000,16.06,18,2024,Medium,5
158,183,225,2023-07-04,3,108.12,Jeffrey Howard,ramirezcaroline@weeks.info,1234568073,New Kylefurt,Saint Martin,Synergized foreground website,Carrie Ware,Biography,1976,36.04,26,2023,Expensive,7
159,174,51,2024-09-11,3,138.9,Jonathon Strickland,ryan10@yahoo.com,1234568064,Bakerton,Dominica,Visionary optimizing project,Douglas Bush,Biography,2022,46.3,95,2024,Expensive,9
160,255,85,2023-03-27,3,58.29,Vincent Duncan,kristi92@gmail.com,1234568145,Moodyville,China,Enhanced impactful system engine,Bianca Matthews,Science Fiction,1939,19.43,29,2023,Medium,3
161,227,42,2024-01-13,5,241.75,Jeffery Zimmerman,michaelbell@miranda-thomas.info,1234568117,West Robertport,Indonesia,Pre-emptive interactive focus group,Shannon Reese,Mystery,1937,48.35,82,2024,Expensive,1
162,295,298,2023-05-21,7,326.62,Paul Morales,qsmith@hotmail.com,1234568185,Gonzalestown,Vietnam,Assimilated composite archive,Mark Gibson,Fiction,1957,46.66,62,2023,Expensive,5
163,207,384,2023-11-23,3,101.76,Sarah Williams,dorseymichael@garcia-smith.com,1234568097,Barbarahaven,United Kingdom,Multi-channeled needs-based intranet,Molly Roberts,Romance,1911,33.92,46,2023,Medium,11
164,467,184,2024-06-27,9,47.25,Anna Green,tony39@hotmail.com,1234568357,East Jennifertown,New Caledonia,Enterprise-wide solution-oriented challenge,Megan Jones,Fantasy,1978,5.25,22,2024,Cheap,6
165,382,362,2024-09-23,6,176.58,Tara Duncan,parkscaleb@gmail.com,1234568272,Port Anthonyland,Australia,Profit-focused multimedia throughput,Andrea Lucas,Fiction,1933,29.43,64,2024,Medium,9
166,272,486,2023-09-17,6,114.78,Carl Smith,davidandrade@gmail.com,1234568162,Lake Samantha,Algeria,Monitored tangible extranet,Lisa Medina,Non-Fiction,2018,19.13,52,2023,Medium,9
167,168,442,2024-11-24,3,145.44,Ashley Larsen,daniellewilliams@stone-moore.com,1234568058,Port Aaronstad,Papua New Guinea,Enhanced grid-enabled budgetary management,Betty Cross,Non-Fiction,1993,48.48,93,2024,Expensive,11
168,324,36,2023-01-11,10,345.1,Larry Adams,lorimoses@james.com,1234568214,Lake Julieborough,Cuba,Open-source needs-based secured line,Jacob French,Mystery,1949,34.51,86,2023,Medium,1
169,81,415,2024-02-04,10,295.1,Matthew Hall,patrick24@hotmail.com,1234567971,Lake Zachary,Suriname,Enhanced next generation standardization,Anthony Nguyen,Fantasy,1976,29.51,18,2024,Medium,2
170,121,77,2023-05-06,10,442.8,Ashley Hernandez,wfrey@sosa.info,1234568011,Jenniferfurt,Japan,Cross-platform asynchronous encryption,Michelle Edwards,Fantasy,1935,44.28,88,2023,Expensive,5
171,364,397,2023-01-12,10,281.5,Carrie Perez,chelsea23@gillespie-walker.com,1234568254,Kennethland,Hungary,Object-based secondary emulation,Angela Richard,Science Fiction,1969,28.15,50,2023,Medium,1
172,463,423,2024-09-20,1,25.63,Brandon Dunn,martinezdarren@hotmail.com,1234568353,East Lindsey,Saint Kitts and Nevis,Implemented systematic leverage,Daisy Johnson,Romance,1943,25.63,14,2024,Medium,9
173,399,61,2023-07-01,5,205.25,Daniel Andrews,joneschristine@gmail.com,1234568289,East Timothy,Micronesia,Future-proofed upward-trending process improvement,Gregory Wallace,Non-Fiction,1934,41.05,10,2023,Expensive,7
174,34,29,2023-12-17,4,124.48,Ryan Love,joseph37@gmail.com,1234567924,Leestad,Anguilla,Quality-focused multi-tasking challenge,Katrina Underwood,Fiction,1905,31.12,100,2023,Medium,12
175,385,103,2023-10-12,1,43.25,Kenneth Cohen,jacquelinelee@yahoo.com,1234568275,Robinmouth,Burundi,Upgradable foreground open system,Kathryn Lopez,Science Fiction,1907,43.25,11,2023,Expensive,10
176,86,479,2023-09-19,6,229.62,Molly Robinson,rebeccataylor@mcbride.info,1234567976,South Kathleen,Cuba,Balanced grid-enabled architecture,Christian Morales,Fiction,2009,38.27,60,2023,Expensive,9
177,378,121,2024-08-21,3,127.41,Anthony Kane,dana95@yahoo.com,1234568268,Port Josephmouth,Congo,Switchable needs-based strategy,Richard Fisher,Biography,1957,42.47,38,2024,Expensive,8
178,70,298,2023-05-03,10,466.6,Laura Duarte,jimenezchristine@dickson.com,1234567960,West Kimberlyhaven,Finland,Assimilated composite archive,Mark Gibson,Fiction,1957,46.66,62,2023,Expensive,5
179,325,52,2023-02-01,9,148.77,Emily Vargas,lklein@gmail.com,1234568215,Aguilarside,Tonga,Triple-buffered neutral adapter,Kristi Phillips,Science Fiction,2003,16.53,85,2023,Medium,2
180,460,227,2023-01-20,7,267.19,Jasmine Garner,dukebrandon@hotmail.com,1234568350,North Kimberlyland,Croatia,Centralized context-sensitive functionalities,Virginia Levine,Non-Fiction,1900,38.17,78,2023,Expensive,1
181,8,117,2023-01-18,3,44.61,Matthew Johnson,austinkenneth@manning.net,1234567898,Kirstenborough,Israel,Self-enabling contextually-based frame,Lori Taylor,Science Fiction,1966,14.87,20,2023,Cheap,1
182,129,293,2023-11-01,7,125.51,Carolyn Perez,singhsarah@gmail.com,1234568019,Adkinsview,Macedonia,Secured object-oriented secured line,Megan Kennedy,Fantasy,1955,17.93,58,2023,Medium,11
183,335,371,2024-06-08,1,17.4,Alyssa Zhang,baileymichelle@lewis.com,1234568225,West Lindseyton,Netherlands,Multi-tiered methodical paradigm,Vicki Vance,Non-Fiction,1959,17.4,43,2024,Medium,6
184,474,88,2024-04-30,2,80.44,Anthony Young,rogersbill@gmail.com,1234568364,East Chelsea,Cook Islands,Robust tangible hardware,Paul Miles,Non-Fiction,1999,40.22,32,2024,Expensive,4
185,15,25,2023-03-09,6,51.3,Vanessa Gaines,tbullock@gmail.com,1234567905,Rodriguezmouth,Wallis and Futuna,Devolved mobile conglomeration,Alexander Bailey,Biography,1984,8.55,79,2023,Cheap,3
186,167,120,2023-04-03,7,336.21,Justin Spencer,michaelsnyder@gmail.com,1234568057,Christopherchester,South Africa,Integrated secondary access,Sheena Harris,Non-Fiction,1984,48.03,93,2023,Expensive,4
187,119,275,2023-12-30,1,25.83,Alyssa Cuevas,hholland@gmail.com,1234568009,Lake Victormouth,Serbia,Team-oriented dedicated attitude,Jeffrey Richardson,Biography,2006,25.83,91,2023,Medium,12
188,46,425,2023-03-13,1,24.23,Travis Wells,stacywilson@hotmail.com,1234567936,New David,Moldova,Synergized analyzing solution,Tammy Cervantes,Non-Fiction,1990,24.23,45,2023,Medium,3
189,107,240,2024-07-11,6,299.4,Amy Hunt,emilybecker@perkins.com,1234567997,Ericborough,Aruba,Stand-alone content-based hub,Lisa Ellis,Fantasy,1957,49.9,41,2024,Expensive,7
190,240,273,2024-07-02,4,49.72,Paul Waters,kyle55@thomas.org,1234568130,Amandamouth,Fiji,Devolved zero administration process improvement,Emily James,Romance,1929,12.43,23,2024,Cheap,7
191,418,390,2024-03-25,1,39.96,Kiara Blankenship MD,grahamvictor@sutton.com,1234568308,Brandimouth,Belarus,Versatile mission-critical customer loyalty,Rachel Case,Biography,1947,39.96,35,2024,Expensive,3
192,144,380,2024-06-24,2,26.34,Austin Shea,christopherhart@davis.com,1234568034,Port Jeffreybury,San Marino,Universal fault-tolerant array,Michael Johnson,Science Fiction,1984,13.17,78,2024,Cheap,6
193,474,36,2023-03-31,7,241.57,Anthony Young,rogersbill@gmail.com,1234568364,East Chelsea,Cook Islands,Open-source needs-based secured line,Jacob French,Mystery,1949,34.51,86,2023,Medium,3
194,463,340,2024-11-04,5,249.9,Brandon Dunn,martinezdarren@hotmail.com,1234568353,East Lindsey,Saint Kitts and Nevis,Proactive system-worthy orchestration,Robert Scott,Mystery,1907,49.98,88,2024,Expensive,11
195,437,241,2023-07-17,2,28.12,Cynthia Cooper,russellpriscilla@gmail.com,1234568327,Wrightfurt,Philippines,Up-sized fault-tolerant hub,Taylor Wang,Fantasy,2015,14.06,38,2023,Cheap,7
196,214,468,2023-04-03,7,214.13,Alexander Scott,amypierce@hotmail.com,1234568104,Matthewfurt,El Salvador,Organized upward-trending parallelism,Nicole Davenport,Fantasy,1987,30.59,83,2023,Medium,4
197,256,32,2024-05-25,10,215.6,Denise Hall,stephenthompson@yoder-pearson.com,1234568146,East Wyattchester,Mauritius,Synergistic dedicated concept,Lisa Bailey,Mystery,2021,21.56,100,2024,Medium,5
198,373,117,2023-06-13,1,14.87,Rebecca Cruz,pmcknight@yahoo.com,1234568263,Emilymouth,Austria,Self-enabling contextually-based frame,Lori Taylor,Science Fiction,1966,14.87,20,2023,Cheap,6
199,429,18,2024-09-30,10,394.7,Rhonda Norton,crystalnoble@gmail.com,1234568319,South Timothy,Tajikistan,Adaptive 4thgeneration concept,Hector Palmer,Non-Fiction,2021,39.47,32,2024,Expensive,9
200,313,303,2023-11-23,1,6.57,David Nelson,laura23@hotmail.com,1234568203,Lake Jane,Macao,Open-source background extranet,Meredith Miller,Romance,1968,6.57,77,2023,Cheap,11
201,67,463,2023-10-11,4,47.96,Denise Chapman,andrew13@pacheco-hughes.com,1234567957,Garcialand,Cote d'Ivoire,Re-engineered disintermediate definition,Cheryl Anderson,Fantasy,1911,11.99,36,2023,Cheap,10
202,137,69,2023-12-17,8,70.32,Steven Miller,tsummers@yahoo.com,1234568027,North Keith,Papua New Guinea,Cloned impactful solution,Nichole Smith,Fantasy,1961,8.79,50,2023,Cheap,12
203,116,110,2023-12-27,4,120.6,Joshua Rodriguez,melissa54@gmail.com,1234568006,Charleston,Palestinian Territory,Re-contextualized radical matrix,Michael Howell,Fantasy,1903,30.15,2,2023,Medium,12
204,47,427,2023-05-26,3,54.0,Debra Park,dawnmyers@munoz-ayala.com,1234567937,Phillipsmouth,Isle of Man,Ergonomic zero-defect software,Denise Mclaughlin,Fantasy,1965,18.0,46,2023,Medium,5
205,279,457,2023-03-21,2,56.44,Susan Hughes,efuller@williams-johnson.biz,1234568169,New Julieville,Estonia,Configurable disintermediate extranet,Melissa Lewis,Mystery,1953,28.22,2,2023,Medium,3
206,81,130,2023-07-19,1,6.64,Matthew Hall,patrick24@hotmail.com,1234567971,Lake Zachary,Suriname,Realigned context-sensitive pricing structure,Jason Rodriguez,Fiction,2004,6.64,90,2023,Cheap,7
207,194,461,2023-09-06,1,9.6,Eric Jimenez,nelliott@yahoo.com,1234568084,West Robinport,Sweden,Cloned cohesive attitude,Daniel Walsh,Science Fiction,1969,9.6,39,2023,Cheap,9
208,13,101,2024-05-21,6,290.94,Kristine Kim,sarahwilliams@hotmail.com,1234567903,Lake Robert,Nigeria,Multi-tiered context-sensitive hub,Amanda Knight,Mystery,1923,48.49,40,2024,Expensive,5
209,346,449,2024-01-03,10,401.7,Julie Mcintyre,dmcintyre@luna.com,1234568236,West Dakotaport,Heard Island and McDonald Islands,Universal homogeneous adapter,Gina Lopez,Romance,1966,40.17,1,2024,Expensive,1
210,287,223,2023-10-14,6,39.12,Kayla Novak,normanlane@gmail.com,1234568177,New Monicastad,Comoros,Virtual holistic Internet solution,Lauren Merritt,Mystery,1944,6.52,95,2023,Cheap,10
211,397,209,2024-01-17,10,486.7,Catherine Wilkins,nathanielrogers@yahoo.com,1234568287,Mendezburgh,Australia,Distributed modular capability,Nicole Berger,Mystery,1979,48.67,63,2024,Expensive,1
212,244,300,2024-04-20,2,53.74,Jennifer Parrish,nfoster@yahoo.com,1234568134,East Monique,Botswana,Integrated fresh-thinking toolset,Joseph Jensen,Non-Fiction,1962,26.87,77,2024,Medium,4
213,325,447,2023-11-17,7,253.75,Emily Vargas,lklein@gmail.com,1234568215,Aguilarside,Tonga,Enterprise-wide empowering circuit,Steven Hutchinson,Mystery,1906,36.25,9,2023,Expensive,11
214,103,114,2024-09-04,7,50.96,Ashley Castro,watsonmolly@yahoo.com,1234567993,Leeport,Swaziland,Open-architected scalable knowledge user,Mitchell Larson,Mystery,2016,7.28,2,2024,Cheap,9
215,461,138,2023-08-17,8,198.16,Crystal Pierce,webbteresa@gutierrez-garcia.com,1234568351,Port Davidhaven,Denmark,Profound zero-defect knowledgebase,Carolyn Garcia,Fantasy,1978,24.77,8,2023,Medium,8
216,104,428,2024-02-28,4,90.92,Anthony Ortiz,amartinez@gmail.com,1234567994,Michaelfort,Nicaragua,Innovative asymmetric utilization,Darryl Price,Romance,1966,22.73,66,2024,Medium,2
217,414,142,2022-12-28,2,97.92,Harold Burns,gregorynielsen@johnson.com,1234568304,Lake Hannahton,Tonga,Multi-tiered responsive parallelism,Amanda Wilson,Fiction,1940,48.96,11,2022,Expensive,12
218,364,47,2024-02-13,8,162.96,Carrie Perez,chelsea23@gillespie-walker.com,1234568254,Kennethland,Hungary,Reverse-engineered directional conglomeration,John Christian,Fiction,2006,20.37,90,2024,Medium,2
219,186,157,2024-02-11,9,172.53,Kimberly Gallagher,derek84@hotmail.com,1234568076,West Steven,Netherlands,Advanced didactic time-frame,Thomas Trujillo,Biography,2005,19.17,57,2024,Medium,2
220,376,275,2023-07-07,1,25.83,Justin Donaldson,itaylor@yahoo.com,1234568266,Petersonbury,Syrian Arab Republic,Team-oriented dedicated attitude,Jeffrey Richardson,Biography,2006,25.83,91,2023,Medium,7
221,353,219,2023-09-10,5,104.5,Michael Reese,vargasdylan@stark-hicks.biz,1234568243,Jaclynfurt,Saint Martin,Reactive bandwidth-monitored architecture,Michele Williams,Mystery,1961,20.9,32,2023,Medium,9
222,331,157,2023-09-19,10,191.7,Megan Martin,fosterjames@anderson.biz,1234568221,Port Christianberg,Peru,Advanced didactic time-frame,Thomas Trujillo,Biography,2005,19.17,57,2023,Medium,9
223,213,31,2022-12-17,10,212.3,Joshua Page,robertwiggins@gmail.com,1234568103,East Kyle,Bangladesh,Implemented encompassing conglomeration,Melissa Taylor,Fiction,2010,21.23,44,2022,Medium,12
224,384,90,2024-07-19,4,66.24,Thomas Garcia,davidvelez@romero-marsh.com,1234568274,Michaelview,Sri Lanka,Business-focused eco-centric help-desk,Sarah Miller,Science Fiction,1965,16.56,10,2024,Medium,7
225,272,115,2023-06-08,4,112.48,Carl Smith,davidandrade@gmail.com,1234568162,Lake Samantha,Algeria,Upgradable interactive emulation,Christopher Ross,Biography,2021,28.12,37,2023,Medium,6
226,437,35,2024-01-25,9,286.29,Cynthia Cooper,russellpriscilla@gmail.com,1234568327,Wrightfurt,Philippines,Grass-roots solution-oriented adapter,William Turner,Non-Fiction,2018,31.81,85,2024,Medium,1
227,461,308,2023-05-04,8,166.0,Crystal Pierce,webbteresa@gutierrez-garcia.com,1234568351,Port Davidhaven,Denmark,Expanded maximized collaboration,Amanda Moore,Romance,2009,20.75,35,2023,Medium,5
228,400,104,2024-06-07,3,31.68,Heather Ward,doris54@hotmail.com,1234568290,Robertsview,Panama,Automated radical solution,Leonard Vega,Biography,1948,10.56,82,2024,Cheap,6
229,82,482,2024-02-09,7,223.72,Shaun Fernandez,greenmichael@hotmail.com,1234567972,Wrightburgh,Malaysia,Pre-emptive transitional contingency,Joseph Holt,Science Fiction,1965,31.96,33,2024,Medium,2
230,307,241,2023-09-10,7,98.42,Beth Mcguire,lisa66@hotmail.com,1234568197,New Katherine,Paraguay,Up-sized fault-tolerant hub,Taylor Wang,Fantasy,2015,14.06,38,2023,Cheap,9
231,22,384,2023-11-11,1,33.92,Stacey Adams,fjohnson@gmail.com,1234567912,Clintonmouth,Iceland,Multi-channeled needs-based intranet,Molly Roberts,Romance,1911,33.92,46,2023,Medium,11
232,220,229,2024-07-26,5,102.3,Jasmin Sullivan,randalllowery@yahoo.com,1234568110,Ellistown,Equatorial Guinea,Managed hybrid array,Charles Smith,Romance,1965,20.46,78,2024,Medium,7
233,403,181,2024-04-28,7,271.11,Heather Thomas,laura69@cohen.com,1234568293,New Michaelview,Turkmenistan,Balanced object-oriented Graphic Interface,Dylan Christensen,Romance,1987,38.73,85,2024,Expensive,4
234,149,11,2024-11-21,5,179.75,Jason Robinson,masonzachary@gmail.com,1234568039,Victoriafurt,French Guiana,Secured zero tolerance time-frame,Denise Barnes,Fantasy,1998,35.95,10,2024,Expensive,11
235,419,459,2024-11-12,3,107.31,James Harrison,sarah23@yahoo.com,1234568309,Dominguezstad,Saint Martin,Customizable optimal infrastructure,Robert Garcia,Mystery,2013,35.77,45,2024,Expensive,11
236,375,265,2024-11-04,9,419.4,Robert Short,guerraedward@irwin.net,1234568265,South John,Switzerland,Adaptive homogeneous moratorium,Jennifer Johnson,Non-Fiction,1926,46.6,66,2024,Expensive,11
237,47,199,2023-08-15,7,299.67,Debra Park,dawnmyers@munoz-ayala.com,1234567937,Phillipsmouth,Isle of Man,Configurable fault-tolerant interface,Mark Parker,Mystery,1923,42.81,1,2023,Expensive,8
238,134,280,2024-02-26,6,100.68,Nichole Velez,brenda93@gmail.com,1234568024,Keithberg,Uruguay,Balanced next generation forecast,Aaron Rangel,Non-Fiction,1977,16.78,97,2024,Medium,2
239,132,307,2023-09-19,5,72.15,Angela Maynard,millerjason@yahoo.com,1234568022,Milesmouth,India,Expanded local infrastructure,Valerie Moore,Mystery,1914,14.43,7,2023,Cheap,9
240,457,492,2023-05-30,10,440.7,Kim Turner,jennifer45@weiss-perry.com,1234568347,South Rachelview,Cambodia,Implemented next generation open architecture,Marcus Spencer,Science Fiction,1984,44.07,76,2023,Expensive,5
241,119,69,2024-07-08,6,52.74,Alyssa Cuevas,hholland@gmail.com,1234568009,Lake Victormouth,Serbia,Cloned impactful solution,Nichole Smith,Fantasy,1961,8.79,50,2024,Cheap,7
242,416,410,2023-06-15,9,398.97,Lisa Tucker,sarah27@hotmail.com,1234568306,Port Trevorchester,Jamaica,Team-oriented tangible ability,Veronica Hebert,Science Fiction,2005,44.33,42,2023,Expensive,6
243,82,350,2024-08-02,10,316.7,Shaun Fernandez,greenmichael@hotmail.com,1234567972,Wrightburgh,Malaysia,Exclusive 24hour groupware,Brian Baker,Romance,2008,31.67,49,2024,Medium,8
244,12,380,2024-10-28,3,39.51,Jennifer Murray,wilsonbrittany@hotmail.com,1234567902,South Ashleychester,Zimbabwe,Universal fault-tolerant array,Michael Johnson,Science Fiction,1984,13.17,78,2024,Cheap,10
245,386,97,2023-11-01,9,411.66,Pamela Gordon,mandy28@thomas-white.com,1234568276,East Richardburgh,Yemen,Open-architected stable solution,Chad Nichols,Science Fiction,2017,45.74,70,2023,Expensive,11
246,401,415,2024-11-14,2,59.02,Jason Parker,johnsimpson@hotmail.com,1234568291,Danielview,Bangladesh,Enhanced next generation standardization,Anthony Nguyen,Fantasy,1976,29.51,18,2024,Medium,11
247,77,142,2024-03-07,10,489.6,Jason Villegas,thomas00@stewart.com,1234567967,Fieldsland,Senegal,Multi-tiered responsive parallelism,Amanda Wilson,Fiction,1940,48.96,11,2024,Expensive,3
248,312,285,2023-09-09,9,248.85,Patricia Hughes,colleen51@king.com,1234568202,Pennyland,Denmark,Devolved secondary function,Sheila Nelson,Science Fiction,1914,27.65,34,2023,Medium,9
249,131,189,2023-01-15,8,109.2,Peter Smith,wmorales@miller.com,1234568021,North Carolyn,Jersey,Grass-roots eco-centric task-force,Brandon Munoz,Mystery,1989,13.65,88,2023,Cheap,1
250,63,65,2023-09-16,9,204.3,Manuel Lewis,alicia70@hotmail.com,1234567953,Brendatown,Heard Island and McDonald Islands,Total explicit open architecture,Zachary Williams,Science Fiction,1982,22.7,7,2023,Medium,9
251,109,490,2023-12-12,2,25.76,Jacob Kelley,qbarber@shelton.org,1234567999,Ravenberg,Macao,Progressive client-server infrastructure,Philip Thompson,Non-Fiction,2019,12.88,40,2023,Cheap,12
252,405,387,2023-11-15,5,237.1,Julie Smith,knightmonica@krueger-hamilton.biz,1234568295,Freemanland,Vanuatu,Grass-roots disintermediate analyzer,Amber Davis,Non-Fiction,1979,47.42,6,2023,Expensive,11
253,449,273,2023-01-03,3,37.29,Linda Reid,hartwendy@sanchez.info,1234568339,Frenchburgh,New Zealand,Devolved zero administration process improvement,Emily James,Romance,1929,12.43,23,2023,Cheap,1
254,99,469,2023-07-18,2,46.5,Timothy Lane,janet99@davis.net,1234567989,South Heather,Turkey,Automated 5thgeneration customer loyalty,Kimberly Shannon,Fantasy,1967,23.25,92,2023,Medium,7
255,217,406,2023-04-19,4,143.16,Lisa Powers,hamiltonjose@hotmail.com,1234568107,Garnertown,Uzbekistan,De-engineered methodical capacity,James Gonzalez,Fiction,2006,35.79,50,2023,Expensive,4
256,225,174,2024-05-30,9,340.47,Christopher Mccullough,kcarlson@yahoo.com,1234568115,Port Amandahaven,Jersey,Pre-emptive executive knowledge user,Rebecca Mann,Mystery,1951,37.83,18,2024,Expensive,5
257,123,403,2023-11-06,1,15.01,Renee Clay,bellison@yahoo.com,1234568013,Bowmanport,Moldova,Persevering incremental strategy,David Miller,Fiction,1928,15.01,82,2023,Medium,11
258,179,387,2023-08-08,3,142.26,John Foster,andrew52@sanchez-mullen.info,1234568069,Novakland,Andorra,Grass-roots disintermediate analyzer,Amber Davis,Non-Fiction,1979,47.42,6,2023,Expensive,8
259,437,77,2023-01-08,2,88.56,Cynthia Cooper,russellpriscilla@gmail.com,1234568327,Wrightfurt,Philippines,Cross-platform asynchronous encryption,Michelle Edwards,Fantasy,1935,44.28,88,2023,Expensive,1
260,112,170,2024-05-07,2,22.56,Andrew Wilson,johnny54@gmail.com,1234568002,North Nicholasmouth,Guinea-Bissau,Optional stable matrix,Michael Wells,Non-Fiction,1947,11.28,62,2024,Cheap,5
261,200,288,2023-07-25,8,223.28,Ashley Powers,probinson@gmail.com,1234568090,West Danny,Pitcairn Islands,Re-contextualized real-time Graphic Interface,Erica Parker,Science Fiction,1908,27.91,9,2023,Medium,7
262,224,376,2022-12-11,6,175.56,Julie Stewart,uthompson@hotmail.com,1234568114,Smithmouth,British Indian Ocean Territory (Chagos Archipelago),Mandatory full-range middleware,Debra Horn,Romance,1997,29.26,76,2022,Medium,12
263,260,373,2024-08-20,2,78.18,Kathryn Fitzgerald,jenniferodom@gmail.com,1234568150,West Maria,Swaziland,Exclusive dynamic approach,Michelle Mercado,Fiction,1911,39.09,49,2024,Expensive,8
264,290,13,2023-10-29,9,126.36,Sarah Cameron,egonzalez@bell.com,1234568180,West Blake,Guyana,Adaptive 5thgeneration orchestration,Jaclyn Miller,Romance,1913,14.04,99,2023,Cheap,10
265,258,100,2024-09-17,9,449.01,Jacob French,michael67@yahoo.com,1234568148,Crystalborough,Korea,Synchronized client-server service-desk,James Alvarado,Fiction,1906,49.89,29,2024,Expensive,9
